a_w,T_10,T_15,T_20,T_25,T_30,T_35,T_40,T_45,T_50,T_55,T_60,T_65
0.28,14.4707434220266,14.4951588498069,14.5185864920356,14.5410313154893,14.5624967632832,14.5829849270812,14.6024967136707,14.621032005617,14.6385898157436,14.6551684352154,14.6707655750413,14.6853785008448
0.282,14.5103394152653,14.5351329275057,14.5589360713711,14.5817545399541,14.6035925059207,14.6244527925504,14.6443370390188,14.6632458596548,14.6811789969339,14.6981354680046,14.7141137045789,14.7291116860541
0.284,14.5501487765236,14.5753234842728,14.5995051627089,14.6227002314054,14.6449135928509,14.6661488023383,14.6864082319744,14.705693228559,14.7240042651122,14.7413410858651,14.7577028445599,14.7730882359433
0.286,14.5901733171684,14.6157323798044,14.6402956748591,14.6638703486529,14.6864620338741,14.7080750183344,14.7287124077238,14.7483762821307,14.7670678461243,14.7847875722285,14.8015353376532,14.8173105541803
0.288,14.6304148668099,14.6563614924308,14.6813095356336,14.7052668698521,14.7282398584547,14.7502335223829,14.7712517016701,14.7912972106213,14.8103719864689,14.8284772313509,14.8456135474924,14.8617810655051
0.29,14.670875273609,14.6972127194413,14.7225486921895,14.7468917928664,14.7702491161025,14.7926264166856,14.8140282698595,14.8344582251818,14.8539189537724,14.8724123888141,14.8899398592046,14.9065022162889
0.292,14.7115564045884,14.7382879774114,14.7640151113741,14.7887471356306,14.8124918767571,14.8352558242071,14.8570442894078,14.8778615583135,14.897711037264,14.9165953920272,14.9345166799398,14.9514764750919
0.294,14.7524601459455,14.7795892025333,14.8057107800729,14.8308349365183,14.8549702311742,14.8781238890821,14.9003019589303,14.9215094643205,14.9417505482531,14.9610286107297,14.9793464394011,14.9967063332227
0.296,14.7935884033696,14.8211183509496,14.847637705561,14.8731572547116,14.8976862913154,14.9212327770254,14.9438034989735,14.9654042197647,14.986039820608,15.0057144374957,15.024431590376,15.0421943052977
0.298,14.8349431023614,14.8628773990896,14.8897979158573,14.9157161705733,14.9406421907395,14.9645846757449,14.9875511524492,15.0095481239225,15.0305812112372,15.0506552882402,15.069774609269,15.0879429298014
0.3,14.8765261885563,14.9048683440092,14.9321934600817,14.9585137860234,14.9838400849991,15.0081817953569,15.0315471850719,15.0539434992452,15.0753771005727,15.0958536027279,15.1153779966364,15.133954769649
0.302,14.9183396280513,14.947093203735,14.9748264088166,15.0015522249186,15.0272821520384,15.0520263688058,15.0757938857995,15.0985926918212,15.1204298930566,15.141311845084,15.1612442777235,15.1802324127507
0.304,14.9603854077358,14.989554017611,15.0176988544719,15.0448336334354,15.0709705925964,15.0961206522864,15.1202935672768,15.1434980718428,15.1657420176306,15.1870325043081,15.2073760030044,15.2267784725784
0.306,15.0026655356257,15.0322528466505,15.0608129116533,15.0883601804575,15.1149076306133,15.1404669256707,15.1650485662836,15.1886620340754,15.211315928229,15.2330180947923,15.2537757487247,15.2735955887354
0.308,15.0451820412018,15.0751917738907,15.1041707175357,15.1321340579667,15.1590955136404,15.1850674929387,15.2100612441861,15.2340869983319,15.2571541042754,15.2792711568416,15.300446117448,15.3206864275295
0.31,15.0879369757529,15.118372904753,15.1477744322399,15.1761574814389,15.2035365132554,15.2299246826125,15.2553339873926,15.27977540995,15.3032590511838,15.3257942571988,15.3473897386061,15.368053682549
0.312,15.1309324127226,15.1617983674063,15.1916262392149,15.2204326902438,15.2482329254819,15.2750408481967,15.3008692078147,15.3257297402749,15.349633300864,15.3725899895743,15.3946092690534,15.4157000752439
0.314,15.1741704480603,15.2054703131359,15.2357283456234,15.2649619480502,15.2931870712128,15.3204183686218,15.3466693433313,15.371952487146,15.3962794122309,15.4196609751795,15.4421073936254,15.4636283555104
0.316,15.2176532005782,15.249390916717,15.2800829827337,15.3097475432351,15.3384012966399,15.366059648694,15.3927368582599,15.4184461753896,15.4431999717203,15.4670098632659,15.4898868257032,15.5118413022811
0.318,15.2613828123115,15.2935623767924,15.3246924063154,15.3547917892991,15.383877973688,15.411967119549,15.4390742438313,15.4652133573156,15.4903975938085,15.5146393316689,15.5379503077814,15.5603417241194
0.32,15.3053614488848,15.3379869162562,15.3695588970409,15.4000970252859,15.4296195004542,15.4581432391123,15.4856840186707,15.5122566132207,15.5378749215384,15.5625520873578,15.5863006120435,15.6091324598202
0.322,15.3495912998826,15.3826667826421,15.4146847608922,15.4456656162084,15.4756283016536,15.5045904925646,15.5325687292845,15.5595785518971,15.585634627051,15.6107508669909,15.6349405409417,15.6582163790162
0.324,15.394074579226,15.4276042485176,15.460072329573,15.4914999534798,15.5219068290695,15.551311392813,15.5797309505531,15.6071818111474,15.633679412123,15.6592384374772,15.6838729277837,15.7075963827901
0.326,15.4388135255541,15.4728016118832,15.5057239609268,15.5376024553507,15.5684575620115,15.598308480969,15.6271732862295,15.6550690583054,15.6820120087114,15.7080175965451,15.7331006373258,15.757275404294
0.328,15.4838104026113,15.518261196578,15.551642039361,15.5839755673525,15.6152830077776,15.6455843268323,15.674898369445,15.703242990764,15.7306351795041,15.7570911733165,15.7826265663725,15.8072564093748
0.33,15.5290674996403,15.5639853526909,15.5978289762767,15.6306217627467,15.6623857021246,15.6931415293809,15.7229088632213,15.7517063365101,15.7795517184775,15.8064620288894,15.8324536443843,15.857542397208
0.332,15.5745871317811,15.6099764569778,15.6442872105053,15.6775435429812,15.7097682097445,15.7409827172694,15.7712074609895,15.8004618546657,15.8287644514625,15.8561330569273,15.8825848340916,15.9081364009382
0.334,15.6203716404758,15.6562369132851,15.6910192087513,15.7247434381528,15.757433124747,15.7891105493326,15.819796887117,15.8495123360376,15.8782762367162,15.9061071842562,15.9330231321178,15.9590414883281
0.336,15.6664233938797,15.7027691529803,15.7380274660418,15.7722240074771,15.8053830711508,15.8375277150976,15.8686798974407,15.898860603674,15.928089965503,15.9563873714696,15.9837715696096,16.0102607624154
0.338,15.7127447872791,15.7495756353879,15.7853145061828,15.8199878397647,15.8536207033804,15.8862369353031,15.9178592798093,15.9485095134293,15.9782085626835,16.0069766135425,16.0348332128762,16.0617973621789
0.34,15.7593382435154,15.7966588482334,15.8328828822225,15.8680375539057,15.9021487067719,15.9352409624265,15.9673378546323,15.9984619545369,16.028634987311,16.0578779404529,16.0862111640377,16.113654463213
0.342,15.8062062134157,15.844021308094,15.8807351769226,15.9163757993607,15.9509697980856,15.9845425812186,16.0171184754384,16.0487208501909,16.0793722332379,16.1090944178133,16.1379085616815,16.1658352784121
0.344,15.8533511762307,15.8916655608556,15.9288740032359,15.9650052566606,16.0000867260269,16.0341446092475,16.0672040294418,16.0992891581363,16.1304233297301,16.1606291475109,16.1899285815298,16.2183430586644
0.346,15.9007756400796,15.9395941821783,15.9773020047922,16.0139286379133,16.0495022717758,16.0840498974498,16.1175974381171,16.1501698712681,16.1817913420915,16.2124852683572,16.2422744371153,16.271181093556
0.348,15.9484821424022,15.987809777969,16.0260218563921,16.0631486873193,16.0992192495241,16.1342613306915,16.1683016577837,16.20136601824,16.2334793722977,16.2646659567481,16.2949493804684,16.3243527120853
0.35,15.9964732504182,16.0363149848618,16.0750362645086,16.1126681816953,16.1492405070221,16.1847818283376,16.2193196801992,16.2528806640827,16.2854905596394,16.3171744273338,16.3479567028143,16.3778612833883
0.352,16.0447515615949,16.0851124707058,16.1243479677975,16.1624899310065,16.1995689261335,16.2356143448306,16.2706545331628,16.3047169108318,16.3378280813767,16.3700139336993,16.4012997352804,16.4317102174749
0.354,16.0933197041214,16.1342049350624,16.1739597376153,16.2126167789077,16.2502074233999,16.2867618702792,16.3223092811278,16.356877898166,16.3904951534032,16.4231877690557,16.4549818496166,16.4859029659772
0.356,16.1421803373922,16.1835951097093,16.2238743785468,16.2630516032937,16.3011589506148,16.3382274310562,16.3742870258249,16.4093668040565,16.4434950309215,16.4766992669428,16.509006458925,16.5404430229088
0.358,16.1913361524982,16.2332857591544,16.2740947289413,16.3137973168587,16.3524264954067,16.3900140904066,16.4265909068957,16.4621868454258,16.4968310091296,16.5305518019436,16.5633770184034,16.595333925438
0.36,16.2407898727261,16.2832796811579,16.3246236614575,16.3648568676652,16.4040130818331,16.4421249490661,16.4792241025367,16.5153412788188,16.5505064239185,16.5847487904098,16.6180970260998,16.6505792546716
0.362,16.2905442540668,16.3335797072631,16.3754640836188,16.4162332397231,16.4559217709834,16.4945631458901,16.5321898301549,16.5688334010847,16.6045246525826,16.6392936912002,16.6731700236806,16.7061826364538
0.364,16.3406020857322,16.3841887033371,16.426618938377,16.4679294535784,16.5081556615938,16.5473318584939,16.5854913470338,16.6226665500709,16.6588891145409,16.6941900064318,16.7285995972106,16.7621477421772
0.366,16.3909661906812,16.4351095701207,16.478091204687,16.5199485669123,16.5607178906711,16.6004343039032,16.6391319510118,16.6768441053288,16.7136032720719,16.7494412822436,16.7843893779477,16.8184782896082
0.368,16.4416394261551,16.4863452437872,16.5298838980906,16.5722936751511,16.6136116341294,16.6538737392173,16.6931149811719,16.7313694888322,16.7686706310606,16.8050511095733,16.8405430431505,16.8751780437268
0.37,16.4926246842221,16.5378986965125,16.5820000713114,16.6249679120867,16.6668401074364,16.7076534622828,16.7474438185442,16.7862461657078,16.824094741759,16.8610231249485,16.8970643169007,16.9322508175812
0.372,16.5439248923316,16.5897729370543,16.6344428148601,16.6779744505077,16.7204065662725,16.7617768123803,16.8021218868206,16.8414776449795,16.8798791995604,16.9173610112917,16.9539569709394,16.9897004731567
0.374,16.5955430138784,16.6419710113417,16.6872152576502,16.7313165028431,16.7743143072012,16.8162471709228,16.8571526530824,16.8970674803258,16.9360276457867,16.9740684987393,17.0112248255193,17.0475309222613
0.376,16.6474820487773,16.694496003076,16.7403205676257,16.7849973218164,16.8285666683513,16.8710679621672,16.912539628541,16.9530192708507,16.9925437684912,17.0311493654761,17.0688717502717,17.1057461274269
0.378,16.6997450340477,16.747351034342,16.7937619523993,16.8390202011122,16.8831670301126,16.9262426539387,16.9682863692926,17.009336661869,17.0494313032752,17.0886074385848,17.1269016650894,17.1643501028265
0.38,16.7523350444088,16.8005392662304,16.8475426599029,16.893388476055,16.9381188158432,16.9817747583686,17.0243964770861,17.0660233457062,17.1066940341203,17.146446594911,17.1853185410263,17.2233469152091
0.382,16.805255192886,16.854063899472,16.9016659790498,16.9481055243001,16.9934254925908,17.0376678326451,17.0808736001061,17.123083062513,17.1643357942356,17.204670761945,17.2441264012133,17.2827406848515
0.384,16.8585086314282,16.9079281750827,16.9561352404092,17.0031747665383,17.0490905718269,17.0939254797793,17.1377214337698,17.1805196010949,17.2223604669212,17.2632839187188,17.3033293217918,17.3425355865279
0.386,16.9120985515364,16.9621353750217,17.0109538168931,17.0585996672124,17.1051176101947,17.1505513493847,17.1949437215392,17.238336799758,17.2807719864478,17.3222900967216,17.3629314328645,17.4027358504987
0.388,16.9660281849043,17.0166888228608,17.0661251244564,17.1143837352483,17.1615102102714,17.2075491384716,17.2525442557487,17.2965385471704,17.3395743389531,17.381693380832,17.4229369194646,17.463345763517
0.39,17.0203008040701,17.0715918844669,17.1216526228095,17.1705305247992,17.2182720213452,17.2649225922565,17.3105268784484,17.35512878324,17.3987715633554,17.4414979102677,17.4833500225434,17.5243696698553
0.392,17.0749197230816,17.1268479686971,17.1775398161453,17.2270436360042,17.2754067402057,17.3226755049875,17.3688954822639,17.4141115000097,17.4583677522849,17.5017078795543,17.5441750399776,17.5858119723521
0.394,17.1298882981727,17.1824605281069,17.233790253879,17.2839267157614,17.3329181119517,17.3808117207849,17.4276540112716,17.4734907425693,17.5183670530327,17.5623275395127,17.6054163275952,17.6476771334782
0.396,17.1852099284532,17.238433059672,17.2904075314027,17.3411834585157,17.3908099308121,17.4393351344984,17.4868064618926,17.5332706099856,17.5787736685188,17.6233611982656,17.6670783002227,17.7099696764254
0.398,17.2408880566116,17.2947691055236,17.3473952908543,17.3988176070615,17.4490860409845,17.4982496925808,17.5463568838028,17.5934552562503,17.6395918582786,17.6848132222641,17.7291654327524,17.7726941862152
0.4,17.2969261696317,17.3514722536981,17.4047572219008,17.456832953362,17.5077503374895,17.5575593939791,17.6063093808613,17.6540488912474,17.7008259394697,17.7466880373348,17.7916822612306,17.8358553108307
0.402,17.3533277995217,17.408546138901,17.4624970625379,17.5152333393827,17.5668067670414,17.6172682910427,17.6666681120572,17.7150557817386,17.7624802878979,17.8089901297472,17.8546333839688,17.899457762371
0.404,17.4100965240589,17.4659944432857,17.5206185999033,17.574022657943,17.6262593289364,17.6773804904495,17.7274372924748,17.7764802523691,17.8245593390642,17.8717240473033,17.9180234626759,17.9635063182289
0.406,17.4672359675475,17.5238208972471,17.5791256711078,17.6332048535833,17.6861120759584,17.7379001541512,17.7886211942787,17.8383266866937,17.8870675892328,17.9348944004487,17.9818572236142,18.0280058222925
0.408,17.5247498015918,17.5820292802313,17.6380221640816,17.6927839234497,17.7463691153025,17.7988315003362,17.8502241477182,17.9005995282229,17.9500095965204,17.9985058634066,18.046139458779,18.0929611861715
0.41,17.5826417458839,17.6406234215607,17.6973120184374,17.7527639181964,17.8070346095169,17.8601788044128,17.9122505421516,17.9633032814907,18.0133899820084,18.0625631753346,18.1108750271022,18.1583773904489
0.412,17.6409155690074,17.6996072012753,17.7569992263508,17.8131489429054,17.868112777464,17.9219464000119,17.9747048270922,18.0264425131439,18.0772134308769,18.1270711415058,18.1760688556802,18.2242594859583
0.414,17.6995750892567,17.7589845509907,17.8170878334582,17.8739431580256,17.9296078953006,17.9841386800099,18.0375915132749,18.0900218530539,18.1414846935628,18.1920346345137,18.2417259410287,18.2906125950885
0.416,17.7586241754716,17.8187594547735,17.8775819397728,17.9351507803297,17.9915242974779,18.0467600975722,18.1009151737447,18.1540459954514,18.2062085869413,18.2574585955028,18.3078513503624,18.3574419131147
0.418,17.81806674789,17.8789359500336,17.938485700618,17.9967760838914,18.053866377762,18.1098151672188,18.1646804449674,18.2185197000839,18.2713899955327,18.3233480354241,18.3744502229021,18.4247527095583
0.42,17.8779067790162,17.9395181284344,17.9998033275813,18.0588234010815,18.1166385902751,18.173308465911,18.2288920279643,18.2834477933981,18.3370338727332,18.389708036318,18.4415277712093,18.4925503295751
0.422,17.9381482945067,18.0005101368217,18.0615390894858,18.1212971235853,18.179845450558,18.2372446341607,18.2935546894686,18.3488351697467,18.4031452420727,18.456543752623,18.509089282549,18.5608401953739
0.424,17.9987953740747,18.0619161781711,18.1236973133827,18.1842017034397,18.2434915366546,18.3016283771631,18.3586732631079,18.4146867926202,18.4697291984987,18.5238604125135,18.5771401202821,18.6296278076646
0.426,18.0598521524115,18.1237405125545,18.1862823855631,18.2475416540928,18.3075814902188,18.3664644659525,18.4242526506097,18.481007695905,18.536790909687,18.591663319265,18.6456857252868,18.6989187471377
0.428,18.1213228201273,18.1859874581261,18.2492987525913,18.3113215514839,18.372120017644,18.4317577385821,18.4902978230338,18.5478029851678,18.6043356173812,18.6599578526493,18.7147316174113,18.7687186759768
0.43,18.1832116247109,18.2486613921292,18.3127509223586,18.3755460351476,18.4371118912173,18.4975131013296,18.5568138220295,18.6150778389681,18.6723686387598,18.7287494703593,18.7842833969576,18.8390333394026
0.432,18.2455228715087,18.3117667519228,18.3766434651599,18.4402198093394,18.5025619502962,18.5637355299269,18.6238057611203,18.6828375101976,18.7408953678338,18.7980437094647,18.8543467461979,18.9098685672515
0.434,18.3082609247242,18.3753080360301,18.4409810147913,18.5053476441853,18.5684751025115,18.6304300708168,18.6912788270155,18.7510873274491,18.8099212768735,18.8678461878997,18.9249274309237,18.9812302755893
0.436,18.371430208437,18.4392898052079,18.5057682696718,18.570934376856,18.6348563249951,18.697601842436,18.7592382809505,18.8198326964149,18.879451917867,18.9381626059825,18.9960313020294,19.0531244683593
0.438,18.435035207644,18.5037166835387,18.5710099939875,18.6369849127654,18.7017106656333,18.7652560365256,18.827689460055,18.8890791013153,18.9494929240099,19.0089987479688,19.0676642971304,19.1255572390685
0.44,18.4990804693215,18.5685933595458,18.6367110188606,18.703504226794,18.769043244348,18.83339791947,18.8966377787518,18.9588321063579,19.0200500112284,19.0803604836393,19.1398324422177,19.1985347725104
0.442,18.5635706035087,18.6339245873306,18.7028762435423,18.7704973645392,18.8368592544042,18.902032833664,18.9660887301853,19.0290973572297,19.0911289797348,19.1522537699219,19.2125418533489,19.2720633465266
0.444,18.6285102844153,18.699715187735,18.7695106366315,18.8379694435917,18.905163963746,18.9711661989103,19.0360478876811,19.0998805826208,19.1627357156187,19.2246846525511,19.2857987383769,19.3461493338086
0.446,18.6939042515508,18.765970049528,18.836619237319,18.9059256548394,18.9739627163618,19.0408035138466,19.1065209062381,19.1711875957823,19.234876192472,19.2976592677631,19.3596093987183,19.42079920374
0.448,18.7597573108779,18.8326941306166,18.9042071566587,18.9743712637991,19.0432609336784,19.1109503574045,19.1775135240529,19.243024296119,19.3075564730519,19.3711838440302,19.4339802311608,19.4960195242802
0.45,18.8260743359908,18.8998924592833,18.9722795788656,19.0433116119773,19.1130641159857,19.1816123902999,19.2490315640778,19.315396670817,19.3807827109793,19.4452647038332,19.5089177297121,19.5718169638923
0.452,18.8928602693177,18.9675701354498,19.0408417626415,19.1127521182602,19.1833778438928,19.2527953565565,19.3210809356141,19.3883107965073,19.4545611524769,19.5199082654751,19.5844284874914,19.6481982935142
0.454,18.960120123349,19.0357323319676,19.1098990425304,19.182698280334,19.2542077798157,19.3245050850627,19.3936676359398,19.4617728409681,19.5288981381456,19.5951210449349,19.660519198663,19.7251703885754
0.456,19.0278589818918,19.1043842959362,19.1794568303017,19.2531556761364,19.3255596694978,19.3967474911634,19.4667977519744,19.5357890648638,19.6038001047818,19.6709096577648,19.737196660416,19.8027402310612
0.458,19.0960820013509,19.17353135005,19.2495206163648,19.3241299653398,19.3974393435639,19.4695285782867,19.5404774619809,19.6103658235245,19.6792735872356,19.7472808210298,19.8144677749881,19.8809149116236
0.46,19.1647944120381,19.2431788939747,19.3200959712142,19.3956268908671,19.4698527191094,19.542854439608,19.6147130373063,19.6855095687652,19.7553252203123,19.8242413552937,19.8923395517379,19.9597016317433
0.462,19.2340015195085,19.3133324057522,19.3911885469057,19.4676522804411,19.5428058013237,19.61673125975,19.6895108441613,19.7612268507472,19.8319617407164,19.9017981866488,19.9708191092644,20.039107705941
0.464,19.3037087059266,19.3839974432382,19.4628040785658,19.5402120481682,19.6163046851511,19.6911653165228,19.7648773454405,19.8375243198816,19.9091899890417,19.9799583487952,20.0499136775769,20.1191405640413
0.466,19.3739214314621,19.4551796455696,19.5349483859345,19.6133121961576,19.6903555569881,19.7661629827018,19.8408191025841,19.9144087287765,19.9870169118069,20.0587289851668,20.1296306003153,20.1998077534911
0.468,19.4446452357152,19.5268847346651,19.6076273749416,19.6869588161765,19.7649646964201,19.8417307278471,19.917342777483,19.9918869342301,20.0654495635388,20.1381173511083,20.2099773370236,20.2811169417317
0.47,19.5158857391745,19.5991185167584,19.680847039319,19.7611580913427,19.8401384779959,19.9178751201639,19.9944551344261,20.0699658992688,20.1444951089038,20.2181308161029,20.2909614654768,20.3630759186289
0.472,19.5876486447053,19.6718868839659,19.7546134622483,19.8359162978553,19.9158833730444,19.9946028284063,20.0721630420949,20.1486526952336,20.2241608248902,20.2987768660529,20.3725906840636,20.4456925989611
0.474,19.6599397390721,19.7451958158889,19.8289328180459,19.911239806764,19.9922059515309,20.0719206238237,20.1504734756021,20.2279545039154,20.3044541030414,20.3800631056148,20.4548728142257,20.5289750249668
0.476,19.7327648944943,19.8190513812517,19.9038113738855,19.9871350857802,20.0691128839575,20.1498353821534,20.2293935185795,20.3078786197397,20.385382451742,20.4619972605896,20.5378158029568,20.6129313689548
0.478,19.806130070236,19.8934597395763,19.9792554915608,20.0636087011273,20.1466109433065,20.228354085659,20.3089303653141,20.3884324520041,20.4669534985589,20.5445871803708,20.6214277253605,20.6975699359775
0.48,19.8800413142318,19.9684271428951,20.0552716292864,20.1406673194353,20.2247070070287,20.3074838252159,20.3890913229337,20.4696235271671,20.5491749926373,20.627840840451,20.7057167872718,20.7828991665695
0.482,19.9545047647493,20.0439599375021,20.1318663435416,20.2183177096782,20.3034080590783,20.3872318024467,20.4698838136458,20.5514594911936,20.6320548071551,20.7117663449897,20.7906913279412,20.8689276395536
0.484,20.0295266520877,20.120064565744,20.2090462909551,20.2965667451556,20.3827211919948,20.4676053319054,20.5513153770277,20.6339481119541,20.7156009418361,20.7963719294431,20.8763598227854,20.9556640749159
0.486,20.1051133003165,20.1967475678515,20.2868182302336,20.3754214055214,20.4626536090337,20.5486118433147,20.6333936723727,20.7170972816833,20.799821525524,20.8816659632574,20.9627308862052,21.0431173367524
0.488,20.1812711290518,20.2740155838137,20.3651890241352,20.4548887788591,20.5432126263475,20.6302588838546,20.716126481091,20.8009150194972,20.8847248188188,20.9676569526298,21.0498132744731,21.1312964362885
0.49,20.2580066552747,20.3518753552941,20.4441656414878,20.5349760638056,20.6244056752181,20.7125541205074,20.7995217091697,20.8854094739711,20.9703192167781,21.0543535433355,21.1376158886925,21.2202105349747
0.492,20.3353264951895,20.4303337275918,20.5237551592549,20.6156905717252,20.7062403043417,20.7955053424569,20.8835873896904,20.9705889257803,21.0566132516836,21.1417645236258,21.2261477778309,21.3098689476594
0.494,20.4132373661259,20.5093976516477,20.6039647646497,20.6970397289345,20.7887241821685,20.8791204635466,20.9683316854094,21.0564617904058,21.1436155958771,21.2298988271978,21.3154181418282,21.4002811458417
0.496,20.4917460884844,20.5890741860973,20.6848017572987,20.7790310789802,20.8718650992982,20.9634075247961,21.0537628913997,21.1430366209052,21.2313350646655,21.3187655362383,21.4054363347843,21.4914567610076
0.498,20.5708595877263,20.6693704993715,20.7662735514561,20.861672284971,20.9556709709329,21.0483746969793,21.1398894377574,21.2303221107534,21.3197806192981,21.4083738845433,21.4962118682263,21.5834055880494
0.5,20.6505848964105,20.7502938718464,20.8483876782709,20.944971131965,21.0401498393888,21.1340302832646,21.2267198923751,21.3183270967518,21.4089613700188,21.4987332607167,21.5877544144587,21.6761375887747
0.502,20.7309291562775,20.8318516980439,20.9311517881074,21.0289355294147,21.1253098766694,21.2203827219197,21.314262963783,21.4070605620115,21.498886579194,21.5898532114496,21.6800738099992,21.7696628955032
0.504,20.8118996203817,20.9140514888841,21.0145736529212,21.1135735136702,21.2111593871005,21.3074405890829,21.4025275040604,21.4965316390092,21.5895656645195,21.6817434448823,21.7731800591022,21.8639918147582
0.506,20.8935036552744,20.9969008739912,21.0986611686925,21.1988932505438,21.2977068100293,21.3952126016023,21.4915225118199,21.5867496127212,21.6810082023088,21.7744138340529,21.867083337373,21.9591348310527
0.508,20.9757487432379,21.080407604054,21.1834223579169,21.2849030379357,21.3849607225908,21.4837076199454,21.5812571352652,21.677723923835,21.773223930864,21.8678744204332,21.9617939954749,22.0551026107744
0.51,21.0586424845722,21.1645795532432,21.2688653721575,21.3716113085246,21.4729298425405,21.5729346511806,21.6717406753264,21.769464172043,21.8662227539332,21.962135417556,22.0573225629332,22.1519060061723
0.512,21.1421925999366,21.2494247216866,21.3549984946575,21.4590266325237,21.5616230311587,21.6629028520338,21.7629825888735,21.861980119419,21.9600147442568,22.0572072147365,22.1536797520372,22.2495560594476
0.514,21.2264069327468,21.3349512380034,21.441830143018,21.5471577205045,21.6510492962258,21.7536215320204,21.8549924920113,21.9552816938814,22.0546101472037,22.153100380889,22.2508764618453,22.3480640069534
0.516,21.3112934516294,21.4211673619008,21.5293688719392,21.6360134262901,21.7412177950719,21.8451001566566,21.9477801634579,22.0493789927447,22.1500193845029,22.2498256684443,22.3489237822948,22.4474412835048
0.518,21.3968602529351,21.5080814868328,21.6176233760312,21.7256027499205,21.832137837703,21.9373483507523,22.0413555480093,22.1442822863623,22.2462530580709,22.3473940173692,22.4478329984205,22.5476995268043
0.52,21.4831155633136,21.595702142724,21.7066024926916,21.8159348406917,21.9238188900053,22.0303759017862,22.1357287600926,22.2400020218637,22.3433219539391,22.445816559291,22.5476155946846,22.6488505819856
0.522,21.5700677423498,21.6840379987608,21.7963152050564,21.9070190002699,22.0162705770307,22.1241927633683,22.2309100874104,22.3365488269883,22.4412370462843,22.5451046217321,22.6482832594227,22.7509065062793
0.524,21.6577252852645,21.7730978662503,21.8867706450228,21.9988646858851,22.1095026863652,22.2188090587898,22.32690999468,22.433933514019,22.5400095015647,22.645269732456,22.7498478894085,22.8538795738042
0.526,21.7460968256815,21.8628907015501,21.9779780963483,22.091481513604,22.2035251715833,22.3142350846649,22.4237391274682,22.5321670838193,22.6396506827656,22.7463236239297,22.8523215945409,22.9577822804899
0.528,21.8351911384622,21.9534256090712,22.0699469978264,22.1848792616868,22.2983481557905,22.4104813146661,22.5214083161275,22.631260729976,22.7401721537569,22.848278237905,22.9557167026581,23.0626273491316
0.53,21.92501714261,22.0447118443555,22.1626869465437,22.2790678740281,22.3939819352567,22.5075584033566,22.619928579834,22.7312258430513,22.8415856837682,22.9511457301235,23.0600457644822,23.168427734585
0.532,22.0155839042469,22.1367588172292,22.2562077012177,22.3740574636868,22.4904369831434,22.6054771901225,22.7193111307324,22.8320740149483,22.9439032519819,23.0549384751483,23.1653215586986,23.2751966291032
0.534,22.1069006396639,22.2295760950375,22.3505191856204,22.4698583165057,22.5877239533272,22.7042487032073,22.8195673781896,22.9338170433917,23.0471370522513,23.1596690713274,23.2715570971744,23.382947467821
0.536,22.1989767184472,22.3231734059586,22.4456314920888,22.5664808948245,22.6858536843226,22.8038841638529,22.9207089331614,23.0364669365296,23.1512994979453,23.2653503458915,23.3787656303205,23.491693934392
0.538,22.2918216666834,22.4175606424034,22.5415548851249,22.663935841289,22.7848372033082,22.9043949905496,23.0227476126756,23.1400359176583,23.256403226925,23.3719953601927,23.4869606526019,23.6014499667824
0.54,22.3854451702447,22.5127478645005,22.638299805089,22.7622339827587,22.8846857302566,23.0057928033983,23.1256954444353,23.2445364300746,23.3624611066554,23.4796174150858,23.5961559082008,23.7122297632278
0.542,22.4798570781577,22.6087453036713,22.7358768719875,22.8613863343172,22.9854106821755,23.1080894285899,23.2295646715446,23.3499811420605,23.4694862394583,23.5882300564598,23.7063653968384,23.8240477883569
0.544,22.5750674060569,22.7055633662952,22.8342968893595,22.9614041033865,23.0870236774589,23.2112969030027,23.3343677573638,23.4563829520031,23.5774919679081,23.6978470809223,23.8176033797589,23.9369187794895
0.546,22.6710863397271,22.8032126374713,22.9335708482641,23.0622986939507,23.1895365403553,23.3154274789252,23.4401173904943,23.5637549936547,23.6864918803782,23.8084825416428,23.929884385883,24.0508577531124
0.548,22.767924238736,22.9017038848757,23.033709931373,23.1640817108904,23.2929613055549,23.4204936289046,23.546826489901,23.6721106415381,23.7964998167407,23.9201507543593,24.0432232181351,24.1658800115414
0.55,22.8655916401601,23.00104806272,23.1347255171689,23.266764964433,23.3973102228994,23.5265080507278,23.6545082101736,23.7814635165006,23.9075298742253,24.0328663035551,24.1576349599504,24.2820011497738
0.552,22.9640992624071,23.1012563158124,23.2366291842565,23.3703604747209,23.5025957622193,23.6334836725374,23.7631759469336,23.891827491423,24.0195964134425,24.1466440488097,24.273134981968,24.399237062539
0.554,23.063458009137,23.2023399837266,23.3394327157866,23.4748804765026,23.6088306183017,23.7414336580879,23.8728433423893,24.003216697087,24.1327140645763,24.2614991313303,24.3897389489168,24.5176039515531
0.556,23.163678973286,23.3043106050788,23.4431481039982,23.5803374239499,23.7160277159935,23.8503714121459,23.9835242910465,24.1156455282077,24.2468977337527,24.3774469806704,24.5074628266988,24.6371183329852
0.558,23.2647734411944,23.4071799219187,23.5477875548825,23.6867439956049,23.8242002154439,23.96031058604,24.0952329455774,24.2291286496358,24.3621626095887,24.4945033216413,24.626322889679,24.7577970451421
0.56,23.3667528968449,23.5109598842376,23.6533634929715,23.7941130994623,23.9333615174904,24.0712650833637,24.2079837228543,24.343681002735,24.4785241699285,24.6126841814225,24.7463357281872,24.8796572563788
