a_w,T_10,T_15,T_20,T_25,T_30,T_35,T_40,T_45,T_50,T_55,T_60,T_65,T_70
0.214,14.7993313673508,14.8062429156469,14.8124853085626,14.8180480251343,14.8229196603348,14.8270880820762,14.8305405815911,14.8332640170439,14.8352449502461,14.8364697763723,14.8369248465985,14.8365965836135,14.8354715899771
0.216,14.8351239006153,14.8422205399686,14.8486486306067,14.8543981588199,14.859458217659,14.8638171630822,14.8674627634265,14.8703823420755,14.872562913209,14.8739913105465,14.8746543090191,14.8745387393297,14.8736315953888
0.218,14.8710836063285,14.8783660450672,14.8849804463931,14.8909173012655,14.8961661982266,14.9007159787209,14.9045548856873,14.9076707053107,14.9100509018349,14.9116827453614,14.9125534325805,14.9126502004068,14.9119604325158
0.22,14.9072118315008,14.914680808981,14.9214821666802,14.9276068977785,14.9330450838577,14.9377860494208,14.9418185096338,14.9451307111885,14.9477105662067,14.9495457791202,14.9506239664877,14.9509327697294,14.9504599607889
0.222,14.9435099312073,14.951166217383,14.9581552093608,14.964468400227,14.9700963622813,14.9750289007861,14.9792552008836,14.9827639675988,14.9855435588601,14.9875821114871,14.9888676601175,14.9893882490664,14.9891320371343
0.224,14.9799792689068,14.9878236639296,14.9950009998444,15.0015032674573,15.0073215275924,15.0124460640962,15.016866529958,15.0205720864788,15.0235515354342,15.0257934441952,15.0272862637895,15.0280184399079,15.0279785168821
0.226,15.0166212167541,15.0246545506017,15.0320209714286,15.0387129657004,15.0447220806951,15.0500390767897,15.0546540728096,15.0585566843884,15.0617361552986,15.0641814817298,15.0658815295077,15.0668251442708,15.0670012546385
0.228,15.0534371559057,15.061660288037,15.0692165656616,15.0760989689663,15.0822995297332,15.0878094829343,15.0926194113343,15.0967193830672,15.1000990821591,15.1027479319861,15.1046552116756,15.1058101654735,15.1062021051253
0.23,15.0904284768193,15.0988422958555,15.1065892326962,15.1136627594295,15.1200553905093,15.1257588336815,15.1307641338662,15.1350618099737,15.1386419846434,15.1414945069055,15.1436090677851,15.1449753088826,15.1455829239873
0.232,15.1275965795481,15.1362020029789,15.1441404316359,15.1514058278048,15.1579911868928,15.1638886877113,15.1690898356601,15.1735855988079,15.1773665368686,15.1804229230903,15.1827448590831,15.1843223826337,15.1851455685712
0.234,15.1649428740303,15.1737408479433,15.1818716308739,15.1893296737144,15.1961084512183,15.202200611663,15.2075981193593,15.2122923900188,15.2162744189909,15.2195349023991,15.2220643512151,15.2238531983271,15.2248918986767
0.236,15.2024687803738,15.2114602792067,15.2197843084254,15.2274358060475,15.2344087246745,15.2406961805567,15.2462905954513,15.2511838312981,15.2553673177392,15.258832172524,15.2615693148493,15.2635695717015,15.2648237772828
0.238,15.2401757291369,15.2493617554515,15.2578799522538,15.2657257433125,15.2728935576847,15.2793769782047,15.2851688827127,15.2902615780604,15.2946469269345,15.2983164675511,15.3012615262812,15.3034733232858,15.30494307125
